# ============================================================
# FUSION DES PLANS (8 COLONNES) - 2026-08-24 18:47:06
# Colonnes : N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type
# Nombre de fichiers fusionnes : 10
# ============================================================
N° semaine;Jour;Date;Discipline;Type de séance;Détails;Durée (min);Journée type
🟡S-40;Jeudi;2027-03-11;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-40;*;2027-03-11;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-40;Vendredi;2027-03-12;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-40;Samedi;2027-03-13;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-39;Lundi;2027-03-15;CAP;VMA;VMA 700m x 6 @ 16.5 km/h (effort 02:38 / recup 175.0m x 01:15) - 15min d'intensité;38;🟥
🟢S-39;Mercredi;2027-03-17;Vélo;Seuil Z4;Seuil Z4 (142 min);142;🟨
🟢S-39;Jeudi;2027-03-18;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-39;*;2027-03-18;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-39;Vendredi;2027-03-19;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-39;Samedi;2027-03-20;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-38;Lundi;2027-03-22;CAP;VC;VC 1000m x 4 @ 15.0 km/h (effort 04:08 / recup 250.0m x 02:06) - 16min d'intensité;44;🟨
🟡S-38;Mercredi;2027-03-24;Vélo;Seuil Z4;Seuil Z4 (114 min);114;🟨
🟡S-38;Jeudi;2027-03-25;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-38;*;2027-03-25;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-38;Vendredi;2027-03-26;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-38;Samedi;2027-03-27;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-37;Lundi;2027-03-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-37;*;2027-03-29;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-37;Mercredi;2027-03-31;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-37;Jeudi;2027-04-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-37;Vendredi;2027-04-02;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-37;Samedi;2027-04-03;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-36;Lundi;2027-04-05;CAP;VC;VC 2000m x 3 @ 14.4 km/h (effort 08:37 / recup 500.0m x 04:13) - 25min d'intensité;58;🟨
🟡S-36;Mercredi;2027-04-07;Vélo;Seuil Z4;Seuil Z4 (141 min);141;🟨
🟡S-36;Jeudi;2027-04-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-36;*;2027-04-08;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-36;Vendredi;2027-04-09;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-36;Samedi;2027-04-10;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-35;Lundi;2027-04-12;CAP;VMA;VMA 2000m x 3 @ 15.5 km/h (effort 08:04 / recup 500.0m x 03:35) - 24min d'intensité;49;🟥
🟢S-35;Mercredi;2027-04-14;Vélo;Seuil Z4;Seuil Z4 (112 min);112;🟨
🟢S-35;Jeudi;2027-04-15;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-35;*;2027-04-15;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟢S-35;Vendredi;2027-04-16;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-35;Samedi;2027-04-17;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-34;Lundi;2027-04-19;CAP;VC;VC 2800m x 2 @ 14.2 km/h (effort 12:19 / recup 700.0m x 05:54) - 24min d'intensité;56;🟨
🟡S-34;Mercredi;2027-04-21;Vélo;Seuil Z4;Seuil Z4 (150 min);150;🟨
🟡S-34;Jeudi;2027-04-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-34;*;2027-04-22;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-34;Vendredi;2027-04-23;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-34;Samedi;2027-04-24;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-33;Lundi;2027-04-26;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-33;*;2027-04-26;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
⚪S-33;Mercredi;2027-04-28;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-33;Jeudi;2027-04-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-33;Vendredi;2027-04-30;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-33;Samedi;2027-05-01;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-32;Lundi;2027-05-03;CAP;VC;VC 300m x 14 @ 17.5 km/h (effort 01:04 / recup 75.0m x 00:38) - 15min d'intensité;41;🟨
🟡S-32;Mercredi;2027-05-05;Vélo;Seuil Z4;Seuil Z4 (156 min);156;🟨
🟡S-32;Jeudi;2027-05-06;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-32;*;2027-05-06;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-32;Vendredi;2027-05-07;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-32;Samedi;2027-05-08;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-31;Lundi;2027-05-10;CAP;VMA;VMA 300m x 14 @ 17.2 km/h (effort 01:05 / recup 75.0m x 00:32) - 15min d'intensité;37;🟥
🟢S-31;Mercredi;2027-05-12;Vélo;Seuil Z4;Seuil Z4 (127 min);127;🟨
🟢S-31;Jeudi;2027-05-13;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-31;*;2027-05-13;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟢S-31;Vendredi;2027-05-14;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-31;Samedi;2027-05-15;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-30;Lundi;2027-05-17;CAP;VC;VC 500m x 8 @ 16.6 km/h (effort 01:53 / recup 125.0m x 01:03) - 15min d'intensité;41;🟨
🟡S-30;Mercredi;2027-05-19;Vélo;Seuil Z4;Seuil Z4 (132 min);132;🟨
🟡S-30;Jeudi;2027-05-20;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-30;*;2027-05-20;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-30;Vendredi;2027-05-21;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-30;Samedi;2027-05-22;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-29;Lundi;2027-05-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-29;*;2027-05-24;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
⚪S-29;Mercredi;2027-05-26;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-29;Jeudi;2027-05-27;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (92 min);92;🟩
⚪S-29;Vendredi;2027-05-28;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-29;Samedi;2027-05-29;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-28;Lundi;2027-05-31;CAP;VC;VC 700m x 6 @ 16.0 km/h (effort 02:44 / recup 175.0m x 01:28) - 16min d'intensité;44;🟨
🟡S-28;Mercredi;2027-06-02;Vélo;Seuil Z4;Seuil Z4 (119 min);119;🟨
🟡S-28;Jeudi;2027-06-03;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-28;*;2027-06-03;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-28;Vendredi;2027-06-04;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-28;Samedi;2027-06-05;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-27;Lundi;2027-06-07;CAP;VMA;VMA 700m x 6 @ 16.7 km/h (effort 02:38 / recup 175.0m x 01:15) - 15min d'intensité;38;🟥
🟢S-27;Mercredi;2027-06-09;Vélo;Seuil Z4;Seuil Z4 (118 min);118;🟨
🟢S-27;Jeudi;2027-06-10;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-27;*;2027-06-10;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟢S-27;Vendredi;2027-06-11;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-27;Samedi;2027-06-12;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-26;Lundi;2027-06-14;CAP;VC;VC 1000m x 4 @ 15.2 km/h (effort 04:08 / recup 250.0m x 02:06) - 16min d'intensité;44;🟨
🟡S-26;Mercredi;2027-06-16;Vélo;Seuil Z4;Seuil Z4 (94 min);94;🟨
🟡S-26;Jeudi;2027-06-17;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-26;*;2027-06-17;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-26;Vendredi;2027-06-18;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-26;Samedi;2027-06-19;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-25;Lundi;2027-06-21;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-25;*;2027-06-21;Renforcement;Gainage;Gainage (30 min);30;🟩
⚪S-25;Mercredi;2027-06-23;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-25;Jeudi;2027-06-24;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-25;Vendredi;2027-06-25;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-25;Samedi;2027-06-26;CAP;Sortie longue Z2;Sortie longue Z2 (113 min);113;🟩
🟡S-24;Lundi;2027-06-28;CAP;VC;VC 2000m x 3 @ 14.6 km/h (effort 08:37 / recup 500.0m x 04:13) - 25min d'intensité;58;🟨
🟡S-24;Mercredi;2027-06-30;Vélo;Seuil Z4;Seuil Z4 (116 min);116;🟨
🟡S-24;Jeudi;2027-07-01;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-24;*;2027-07-01;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-24;Vendredi;2027-07-02;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-24;Samedi;2027-07-03;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-23;Lundi;2027-07-05;CAP;VMA;VMA 2000m x 3 @ 15.7 km/h (effort 08:04 / recup 500.0m x 03:35) - 24min d'intensité;49;🟥
🟢S-23;Mercredi;2027-07-07;Vélo;Seuil Z4;Seuil Z4 (92 min);92;🟨
🟢S-23;Jeudi;2027-07-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-23;*;2027-07-08;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟢S-23;Vendredi;2027-07-09;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-23;Samedi;2027-07-10;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-22;Lundi;2027-07-12;CAP;VC;VC 2800m x 2 @ 14.3 km/h (effort 12:19 / recup 700.0m x 05:54) - 24min d'intensité;56;🟨
🟡S-22;Mercredi;2027-07-14;Vélo;Seuil Z4;Seuil Z4 (125 min);125;🟨
🟡S-22;Jeudi;2027-07-15;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-22;*;2027-07-15;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-22;Vendredi;2027-07-16;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-22;Samedi;2027-07-17;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-21;Lundi;2027-07-19;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-21;*;2027-07-19;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-21;Mercredi;2027-07-21;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-21;Jeudi;2027-07-22;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-21;Vendredi;2027-07-23;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-21;Samedi;2027-07-24;CAP;Sortie longue Z2;Sortie longue Z2 (113 min);113;🟩
🟡S-20;Lundi;2027-07-26;CAP;VC;VC 300m x 14 @ 17.8 km/h (effort 01:04 / recup 75.0m x 00:38) - 15min d'intensité;41;🟨
🟡S-20;Mercredi;2027-07-28;Vélo;Seuil Z4;Seuil Z4 (129 min);129;🟨
🟡S-20;Jeudi;2027-07-29;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-20;*;2027-07-29;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟡S-20;Vendredi;2027-07-30;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-20;Samedi;2027-07-31;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-19;Lundi;2027-08-02;CAP;VMA;VMA 300m x 14 @ 17.5 km/h (effort 01:05 / recup 75.0m x 00:32) - 15min d'intensité;37;🟥
🟢S-19;Mercredi;2027-08-04;Vélo;Seuil Z4;Seuil Z4 (104 min);104;🟨
🟢S-19;Jeudi;2027-08-05;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-19;*;2027-08-05;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟢S-19;Vendredi;2027-08-06;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-19;Samedi;2027-08-07;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-18;Lundi;2027-08-09;CAP;VC;VC 500m x 8 @ 16.8 km/h (effort 01:53 / recup 125.0m x 01:03) - 15min d'intensité;41;🟨
🟡S-18;Mercredi;2027-08-11;Vélo;Seuil Z4;Seuil Z4 (110 min);110;🟨
🟡S-18;Jeudi;2027-08-12;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-18;*;2027-08-12;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-18;Vendredi;2027-08-13;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-18;Samedi;2027-08-14;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-17;Lundi;2027-08-16;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-17;*;2027-08-16;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
⚪S-17;Mercredi;2027-08-18;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-17;Jeudi;2027-08-19;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-17;Vendredi;2027-08-20;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-17;Samedi;2027-08-21;CAP;Sortie longue Z2;Sortie longue Z2 (113 min);113;🟩
🟡S-16;Lundi;2027-08-23;CAP;VC;VC 700m x 6 @ 16.2 km/h (effort 02:44 / recup 175.0m x 01:28) - 16min d'intensité;44;🟨
🟡S-16;Mercredi;2027-08-25;Vélo;Seuil Z4;Seuil Z4 (99 min);99;🟨
🟡S-16;Jeudi;2027-08-26;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-16;*;2027-08-26;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-16;Vendredi;2027-08-27;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-16;Samedi;2027-08-28;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-15;Lundi;2027-08-30;CAP;VMA;VMA 700m x 6 @ 16.9 km/h (effort 02:38 / recup 175.0m x 01:15) - 15min d'intensité;38;🟥
🟢S-15;Mercredi;2027-09-01;Vélo;Seuil Z4;Seuil Z4 (118 min);118;🟨
🟢S-15;Jeudi;2027-09-02;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-15;*;2027-09-02;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟢S-15;Vendredi;2027-09-03;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-15;Samedi;2027-09-04;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-14;Lundi;2027-09-06;CAP;VC;VC 1000m x 4 @ 15.4 km/h (effort 04:08 / recup 250.0m x 02:06) - 16min d'intensité;44;🟨
🟡S-14;Mercredi;2027-09-08;Vélo;Seuil Z4;Seuil Z4 (94 min);94;🟨
🟡S-14;Jeudi;2027-09-09;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-14;*;2027-09-09;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-14;Vendredi;2027-09-10;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-14;Samedi;2027-09-11;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-13;Lundi;2027-09-13;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-13;*;2027-09-13;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-13;Mercredi;2027-09-15;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-13;Jeudi;2027-09-16;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (75 min);75;🟩
⚪S-13;Vendredi;2027-09-17;Natation;Technique + Seuil;Technique + seuil Z4 (54 min, 3km);54;🟨
⚪S-13;Samedi;2027-09-18;CAP;Sortie longue Z2;Sortie longue Z2 (113 min);113;🟩
🟡S-12;Lundi;2027-09-20;CAP;VC;VC 2000m x 3 @ 14.8 km/h (effort 08:37 / recup 500.0m x 04:13) - 25min d'intensité;58;🟨
🟡S-12;Mercredi;2027-09-22;Vélo;Seuil Z4;Seuil Z4 (116 min);116;🟨
🟡S-12;Jeudi;2027-09-23;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟡S-12;*;2027-09-23;Renforcement;Gainage;Gainage (30 min);30;🟩
🟡S-12;Vendredi;2027-09-24;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-12;Samedi;2027-09-25;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-11;Lundi;2027-09-27;CAP;VMA;VMA 2000m x 3 @ 15.9 km/h (effort 08:04 / recup 500.0m x 03:35) - 24min d'intensité;49;🟥
🟢S-11;Mercredi;2027-09-29;Vélo;Seuil Z4;Seuil Z4 (92 min);92;🟨
🟢S-11;Jeudi;2027-09-30;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (120 min);120;🟩
🟢S-11;*;2027-09-30;Renforcement;Gainage;Gainage (30 min);30;🟩
🟢S-11;Vendredi;2027-10-01;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-11;Samedi;2027-10-02;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟡S-10;Lundi;2027-10-04;CAP;VC;VC 2800m x 2 @ 14.5 km/h (effort 12:19 / recup 700.0m x 05:54) - 24min d'intensité;56;🟨
🟡S-10;Mercredi;2027-10-06;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-10;Jeudi;2027-10-07;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (83 min);83;🟩
🟡S-10;*;2027-10-07;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-10;Vendredi;2027-10-08;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-10;Samedi;2027-10-09;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
⚪S-09;Lundi;2027-10-11;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (36 min);36;🟩
⚪S-09;*;2027-10-11;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
⚪S-09;Mercredi;2027-10-13;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-09;Jeudi;2027-10-14;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (36 min);36;🟩
⚪S-09;Vendredi;2027-10-15;Natation;Technique + Seuil;Technique + seuil Z4 (39 min, 3km);39;🟨
⚪S-09;Samedi;2027-10-16;CAP;Sortie longue Z2;Sortie longue Z2 (54 min);54;🟩
🟡S-08;Lundi;2027-10-18;CAP;VC;VC 300m x 14 @ 18.0 km/h (effort 01:04 / recup 75.0m x 00:38) - 15min d'intensité;41;🟨
🟡S-08;Mercredi;2027-10-20;Course;Compétition intermédiaire;Marathon Paris 20/10;0;⭐
🟡S-08;Jeudi;2027-10-21;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (86 min);86;🟩
🟡S-08;*;2027-10-21;Renforcement;Renforcement général;Renforcement général (30 min);30;🟩
🟡S-08;Vendredi;2027-10-22;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-08;Samedi;2027-10-23;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🟢S-07;Lundi;2027-10-25;CAP;VMA;VMA 300m x 14 @ 17.7 km/h (effort 01:05 / recup 75.0m x 00:32) - 15min d'intensité;37;🟥
🟢S-07;Mercredi;2027-10-27;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
🟢S-07;Jeudi;2027-10-28;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (77 min);77;🟩
🟢S-07;*;2027-10-28;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟢S-07;Vendredi;2027-10-29;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-07;Samedi;2027-10-30;CAP;Sortie longue Z2;Sortie longue Z2 (116 min);116;🟩
🟡S-06;Lundi;2027-11-01;CAP;VC;VC 500m x 8 @ 17.1 km/h (effort 01:53 / recup 125.0m x 01:03) - 15min d'intensité;41;🟨
🟡S-06;Mercredi;2027-11-03;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-06;Jeudi;2027-11-04;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (73 min);73;🟩
🟡S-06;*;2027-11-04;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
🟡S-06;Vendredi;2027-11-05;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-06;Samedi;2027-11-06;CAP;Sortie longue Z2;Sortie longue Z2 (109 min);109;🟩
⚪S-05;Lundi;2027-11-08;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (36 min);36;🟩
⚪S-05;*;2027-11-08;Renforcement;Renforcement excentrique;Renforcement excentrique (30 min);30;🟩
⚪S-05;Mercredi;2027-11-10;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
⚪S-05;Jeudi;2027-11-11;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (36 min);36;🟩
⚪S-05;Vendredi;2027-11-12;Natation;Technique + Seuil;Technique + seuil Z4 (39 min, 3km);39;🟨
⚪S-05;Samedi;2027-11-13;CAP;Sortie longue Z2;Sortie longue Z2 (54 min);54;🟩
🟡S-04;Lundi;2027-11-15;Course;Compétition intermédiaire;Semi Lyon 15/11;0;⭐
🟡S-04;Mercredi;2027-11-17;Vélo;Seuil Z4;Seuil Z4 (88 min);88;🟨
🟡S-04;Jeudi;2027-11-18;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (67 min);67;🟩
🟡S-04;*;2027-11-18;Renforcement;Pliométrie;Pliométrie (30 min);30;🟩
🟡S-04;Vendredi;2027-11-19;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟡S-04;Samedi;2027-11-20;CAP;Sortie longue Z2;Sortie longue Z2 (101 min);101;🟩
🟢S-03;Lundi;2027-11-22;CAP;VMA;VMA 700m x 6 @ 17.1 km/h (effort 02:38 / recup 175.0m x 01:15) - 15min d'intensité;38;🟥
🟢S-03;Mercredi;2027-11-24;Vélo;Seuil Z4;Seuil Z4 (80 min);80;🟨
🟢S-03;Jeudi;2027-11-25;CAP;Endurance fondamentale Z2;Endurance fondamentale Z2 (86 min);86;🟩
🟢S-03;*;2027-11-25;Renforcement;Renforcement spécifique;Renforcement spécifique (30 min);30;🟩
🟢S-03;Vendredi;2027-11-26;Natation;Technique + Seuil;Technique + seuil Z4 (90 min, 3km);90;🟨
🟢S-03;Samedi;2027-11-27;CAP;Sortie longue Z2;Sortie longue Z2 (120 min);120;🟩
🔵S-02;Lundi;2027-11-29;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-02;Mercredi;2027-12-01;Vélo;Récupération active;Récupération active (52 min);52;🟦
🔵S-02;Jeudi;2027-12-02;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-02;Vendredi;2027-12-03;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-02;Samedi;2027-12-04;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-01;Lundi;2027-12-06;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-01;Mercredi;2027-12-08;Vélo;Récupération active;Récupération active (52 min);52;🟦
🔵S-01;Jeudi;2027-12-09;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-01;Vendredi;2027-12-10;Natation;Récupération active;Récupération active (60 min);60;🟦
🔵S-01;Samedi;2027-12-11;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-00;Lundi;2027-12-13;CAP;Footing de récupération Z1;Footing de récupération Z1 (39 min);39;🟦
🔵S-00;Mercredi;2027-12-15;Course;Objectif;15/12/2027;0;⭐

# ============================================================
